CROP,DISTRICT,YEAR,SEASON,AREA,PRODUCTION
Rice,Hoogly,"2,009",,"299,866","861,334"
Rice,Hoogly,"2,010",Autumn     ,"4,474","11,555"
Rice,Hoogly,"2,010",Summer     ,"93,120","299,884"
Rice,Hoogly,"2,010",Winter     ,"194,776","592,723"
Rice,Hoogly,"2,010",,"292,370","904,162"
Rice,Hoogly,"2,011",Autumn     ,"7,494","14,387"
Rice,Hoogly,"2,011",Summer     ,"78,128","248,816"
Rice,Hoogly,"2,011",Winter     ,"191,578","543,633"
Rice,Hoogly,"2,011",,"277,200","806,836"
Rice,Hoogly,"2,012",Autumn     ,"6,089","15,144"
Rice,Hoogly,"2,012",Summer     ,"82,707","255,782"
Rice,Hoogly,"2,012",Winter     ,"184,654","522,117"
Rice,Hoogly,"2,012",,"273,450","793,043"
Rice,Hoogly,"2,013",Autumn     ,"5,816","14,343"
Rice,Hoogly,"2,013",Summer     ,"84,241","248,238"
Rice,Hoogly,"2,013",Winter     ,"195,988","545,151"
Rice,Hoogly,"2,013",,"286,045","807,732"
Rice,Hoogly,"2,014",Autumn     ,"6,157","18,096"
Rice,Hoogly,"2,014",Summer     ,"79,654","261,105"
Rice,Hoogly,"2,014",Winter     ,"190,221","580,845"
Rice,Hoogly,"2,014",,"276,032","860,046"
Rice,Hoogly,"2,015",Autumn     ,"8,906","22,913"
Rice,Hoogly,"2,015",Summer     ,"80,551","265,005"
Rice,Hoogly,"2,015",Winter     ,"188,164","583,359"
Rice,Hoogly,"2,015",,"277,621","871,277"
Rice,Hoogly,"2,016",Autumn     ,"9,714","27,259"
Rice,Hoogly,"2,016",Summer     ,"70,921","236,645"
Rice,Hoogly,"2,016",Winter     ,"186,331","573,192"
Rice,Hoogly,"2,016",,"266,966","837,096"
Rice,Hoogly,"2,017",Autumn     ,"8,630","22,978"
Rice,Hoogly,"2,017",Summer     ,"64,751","230,877"
Rice,Hoogly,"2,017",Winter     ,"186,990","585,819"
Rice,Hoogly,"2,017",,"260,371","839,674"
Rice,Hoogly,"2,018",Autumn     ,"6,250","20,549"
Rice,Hoogly,"2,018",Summer     ,"72,734","259,658"
Rice,Hoogly,"2,018",Winter     ,"191,232","604,887"
Rice,Hoogly,"2,018",,"270,216","885,094"
Rice,Hoogly,"2,019",Autumn     ,"6,931","16,979"
Rice,Hoogly,"2,019",Summer     ,"69,815","257,202"
Rice,Hoogly,"2,019",Winter     ,"190,957","617,441"
Rice,Hoogly,"2,019",,"267,703","891,622"
Rice,Howrah,"1,997",Autumn     ,373,950
Rice,Howrah,"1,997",Summer     ,"49,396","135,110"
Rice,Howrah,"1,997",Winter     ,"75,073","106,560"
Rice,Howrah,"1,997",,"124,842","242,620"
Rice,Howrah,"1,998",Autumn     ,"1,203","2,790"
Rice,Howrah,"1,998",Summer     ,"49,273","134,846"
Rice,Howrah,"1,998",Winter     ,"73,666","97,630"
Rice,Howrah,"1,998",,"124,142","235,266"
Rice,Howrah,"1,999",Autumn     ,"1,394","2,810"
Rice,Howrah,"1,999",Summer     ,"58,326","170,270"
Rice,Howrah,"1,999",Winter     ,"74,379","122,690"
Rice,Howrah,"1,999",,"134,099","295,770"
Rice,Howrah,"2,000",Autumn     ,804,800
Rice,Howrah,"2,000",Summer     ,"48,370","132,799"
Rice,Howrah,"2,000",Winter     ,"64,094","90,600"
Rice,Howrah,"2,000",,"113,268","224,199"
Rice,Howrah,"2,001",Autumn     ,"1,255","3,010"
Rice,Howrah,"2,001",Summer     ,"47,393","125,242"
Rice,Howrah,"2,001",Winter     ,"74,006","159,255"
Rice,Howrah,"2,001",,"122,654","287,507"
Rice,Howrah,"2,002",Autumn     ,"2,629","5,868"
Rice,Howrah,"2,002",Summer     ,"53,350","140,654"
Rice,Howrah,"2,002",Winter     ,"75,258","134,623"
Rice,Howrah,"2,002",,"131,237","281,145"
Rice,Howrah,"2,003",Autumn     ,"4,586","11,230"
Rice,Howrah,"2,003",Summer     ,"55,316","151,835"
Rice,Howrah,"2,003",Winter     ,"81,513","169,397"
Rice,Howrah,"2,003",,"141,415","332,462"
Rice,Howrah,"2,004",Autumn     ,"3,652","8,259"
Rice,Howrah,"2,004",Summer     ,"49,058","132,079"
Rice,Howrah,"2,004",Winter     ,"80,267","165,102"
Rice,Howrah,"2,004",,"132,977","305,440"
Rice,Howrah,"2,005",Autumn     ,"1,374","3,612"
Rice,Howrah,"2,005",Summer     ,"50,910","133,577"
Rice,Howrah,"2,005",Winter     ,"73,268","148,820"
Rice,Howrah,"2,005",,"125,552","286,009"
Rice,Howrah,"2,006",Autumn     ,874,"1,316"
Rice,Howrah,"2,006",Summer     ,"39,320","110,708"
Rice,Howrah,"2,006",Winter     ,"76,644","131,524"
Rice,Howrah,"2,006",,"116,838","243,548"
Rice,Howrah,"2,007",Autumn     ,"1,124","1,251"
Rice,Howrah,"2,007",Summer     ,"48,926","166,090"
Rice,Howrah,"2,007",Winter     ,"67,809","91,799"
Rice,Howrah,"2,007",,"117,859","259,140"
Rice,Howrah,"2,008",Autumn     ,"1,349","3,159"
Rice,Howrah,"2,008",Summer     ,"49,793","79,696"
Rice,Howrah,"2,008",Winter     ,"64,173","124,088"
Rice,Howrah,"2,008",,"115,315","206,943"
Rice,Howrah,"2,009",Autumn     ,944,"1,192"
Rice,Howrah,"2,009",Summer     ,"41,343","89,995"
Rice,Howrah,"2,009",Winter     ,"71,693","100,034"
Rice,Howrah,"2,009",,"113,980","191,221"
Rice,Howrah,"2,010",Autumn     ,753,"2,071"
Rice,Howrah,"2,010",Summer     ,"41,318","136,208"
Rice,Howrah,"2,010",Winter     ,"73,401","166,483"
Rice,Howrah,"2,010",,"115,472","304,762"
Rice,Howrah,"2,011",Autumn     ,"1,083","1,049"
Rice,Howrah,"2,011",Summer     ,"40,966","130,799"
Rice,Howrah,"2,011",Winter     ,"65,000","93,485"
Rice,Howrah,"2,011",,"107,049","225,333"
Rice,Howrah,"2,012",Autumn     ,"1,662","5,378"
Rice,Howrah,"2,012",Summer     ,"42,165","129,584"
Rice,Howrah,"2,012",Winter     ,"67,380","151,869"
Rice,Howrah,"2,012",,"111,207","286,831"
Rice,Howrah,"2,013",Autumn     ,"1,572","4,660"
Rice,Howrah,"2,013",Summer     ,"42,709","128,178"
Rice,Howrah,"2,013",Winter     ,"64,360","142,291"
Rice,Howrah,"2,013",,"108,641","275,129"
Rice,Howrah,"2,014",Autumn     ,"2,836","8,287"
Rice,Howrah,"2,014",Summer     ,"43,456","135,474"
Rice,Howrah,"2,014",Winter     ,"71,064","176,630"
Rice,Howrah,"2,014",,"117,356","320,391"
Rice,Howrah,"2,015",Autumn     ,"1,515","3,641"
Rice,Howrah,"2,015",Summer     ,"41,173","126,436"
Rice,Howrah,"2,015",Winter     ,"70,127","92,141"
Rice,Howrah,"2,015",,"112,815","222,218"
Rice,Howrah,"2,016",Autumn     ,"1,730","1,540"
Rice,Howrah,"2,016",Summer     ,"39,396","127,750"
Rice,Howrah,"2,016",Winter     ,"74,669","170,049"
Rice,Howrah,"2,016",,"115,795","299,339"
Rice,Howrah,"2,017",Autumn     ,"1,321","2,704"
Rice,Howrah,"2,017",Summer     ,"34,480","118,078"
Rice,Howrah,"2,017",Winter     ,"74,574","179,884"
Rice,Howrah,"2,017",,"110,375","300,666"
Rice,Howrah,"2,018",Autumn     ,"1,110","3,045"
Rice,Howrah,"2,018",Summer     ,"38,310","132,273"
Rice,Howrah,"2,018",Winter     ,"72,089","199,898"
Rice,Howrah,"2,018",,"111,509","335,216"
Rice,Howrah,"2,019",Autumn     ,"1,195","3,278"
Rice,Howrah,"2,019",Summer     ,"29,980","112,309"
Rice,Howrah,"2,019",Winter     ,"71,223","158,144"
Rice,Howrah,"2,019",,"102,398","273,731"
Rice, Jalpaiguri,"1,997",Autumn     ,"61,579","64,020"
Rice, Jalpaiguri,"1,997",Summer     ,"4,485","12,890"
Rice, Jalpaiguri,"1,997",Winter     ,"178,783","233,560"
Rice, Jalpaiguri,"1,997",,"244,847","310,470"
Rice, Jalpaiguri,"1,998",Autumn     ,"63,232","75,340"
Rice, Jalpaiguri,"1,998",Summer     ,"6,565","19,154"
Rice, Jalpaiguri,"1,998",Winter     ,"176,434","191,660"
Rice, Jalpaiguri,"1,998",,"246,231","286,154"
Rice, Jalpaiguri,"1,999",Autumn     ,"62,635","101,550"
Rice, Jalpaiguri,"1,999",Summer     ,"6,614","16,000"
Rice, Jalpaiguri,"1,999",Winter     ,"188,551","261,620"
Rice, Jalpaiguri,"1,999",,"257,800","379,170"
Rice, Jalpaiguri,"2,000",Autumn     ,"63,272","100,740"
Rice, Jalpaiguri,"2,000",Summer     ,"6,719","14,187"
Rice, Jalpaiguri,"2,000",Winter     ,"190,854","269,210"
Rice, Jalpaiguri,"2,000",,"260,845","384,137"
Rice, Jalpaiguri,"2,001",Autumn     ,"58,753","87,055"
Rice, Jalpaiguri,"2,001",Summer     ,"21,231","48,890"
Rice, Jalpaiguri,"2,001",Winter     ,"176,149","274,047"
Rice, Jalpaiguri,"2,001",,"256,133","409,992"
Rice, Jalpaiguri,"2,002",Autumn     ,"65,853","95,520"
Rice, Jalpaiguri,"2,002",Summer     ,"20,946","38,388"
Rice, Jalpaiguri,"2,002",Winter     ,"188,385","298,543"
Rice, Jalpaiguri,"2,002",,"275,184","432,451"
Rice, Jalpaiguri,"2,003",Autumn     ,"44,546","68,414"
Rice, Jalpaiguri,"2,003",Summer     ,"15,096","28,882"
Rice, Jalpaiguri,"2,003",Winter     ,"180,586","300,284"
Rice, Jalpaiguri,"2,003",,"240,228","397,580"
Rice, Jalpaiguri,"2,004",Autumn     ,"47,254","56,433"
Rice, Jalpaiguri,"2,004",Summer     ,"19,828","34,114"
Rice, Jalpaiguri,"2,004",Winter     ,"182,997","275,572"
Rice, Jalpaiguri,"2,004",,"250,079","366,119"
Rice, Jalpaiguri,"2,005",Autumn     ,"46,121","67,457"
Rice, Jalpaiguri,"2,005",Summer     ,"19,328","43,279"
Rice, Jalpaiguri,"2,005",Winter     ,"183,079","283,881"
Rice, Jalpaiguri,"2,005",,"248,528","394,617"
Rice, Jalpaiguri,"2,006",Autumn     ,"41,163","53,973"
Rice, Jalpaiguri,"2,006",Summer     ,"18,314","42,983"
Rice, Jalpaiguri,"2,006",Winter     ,"170,203","322,001"
Rice, Jalpaiguri,"2,006",,"229,680","418,957"
Rice, Jalpaiguri,"2,007",Autumn     ,"40,957","56,630"
Rice, Jalpaiguri,"2,007",Summer     ,"17,969","41,142"
Rice, Jalpaiguri,"2,007",Winter     ,"177,129","274,661"
Rice, Jalpaiguri,"2,007",,"236,055","372,433"
Rice, Jalpaiguri,"2,008",Autumn     ,"37,341","54,816"
Rice, Jalpaiguri,"2,008",Summer     ,"18,730","34,746"
Rice, Jalpaiguri,"2,008",Winter     ,"179,331","301,641"
Rice, Jalpaiguri,"2,008",,"235,402","391,203"
Rice, Jalpaiguri,"2,009",Autumn     ,"34,634","51,289"
Rice, Jalpaiguri,"2,009",Summer     ,"18,154","44,840"
Rice, Jalpaiguri,"2,009",Winter     ,"174,718","339,125"
Rice, Jalpaiguri,"2,009",,"227,506","435,254"
Rice, Jalpaiguri,"2,010",Autumn     ,"30,782","57,398"
Rice, Jalpaiguri,"2,010",Summer     ,"17,314","37,193"
Rice, Jalpaiguri,"2,010",Winter     ,"176,016","399,148"
Rice, Jalpaiguri,"2,010",,"224,112","493,739"
Rice, Jalpaiguri,"2,011",Autumn     ,"29,852","55,243"
Rice, Jalpaiguri,"2,011",Summer     ,"16,929","34,497"
Rice, Jalpaiguri,"2,011",Winter     ,"177,843","379,914"
Rice, Jalpaiguri,"2,011",,"224,624","469,654"
Rice, Jalpaiguri,"2,012",Autumn     ,"29,132","54,999"
Rice, Jalpaiguri,"2,012",Summer     ,"19,013","54,174"
Rice, Jalpaiguri,"2,012",Winter     ,"179,979","383,707"
Rice, Jalpaiguri,"2,012",,"228,124","492,880"
Rice, Jalpaiguri,"2,013",Autumn     ,"29,424","57,673"
Rice, Jalpaiguri,"2,013",Summer     ,"20,126","44,767"
Rice, Jalpaiguri,"2,013",Winter     ,"180,097","420,708"
Rice, Jalpaiguri,"2,013",,"229,647","523,148"
Rice, Jalpaiguri,"2,014",Autumn     ,"31,345","68,726"
Rice, Jalpaiguri,"2,014",Summer     ,"22,779","59,187"
Rice, Jalpaiguri,"2,014",Winter     ,"176,420","433,939"
Rice, Jalpaiguri,"2,014",,"230,544","561,852"
Rice, Jalpaiguri,"2,015",Autumn     ,"29,019","72,278"
Rice, Jalpaiguri,"2,015",Summer     ,"23,467","58,810"
Rice, Jalpaiguri,"2,015",Winter     ,"167,777","425,330"
Rice, Jalpaiguri,"2,015",,"220,263","556,418"
Rice, Jalpaiguri,"2,016",Autumn     ,"11,091","27,433"
Rice, Jalpaiguri,"2,016",Summer     ,"17,112","43,721"
Rice, Jalpaiguri,"2,016",Winter     ,"103,433","249,326"
Rice, Jalpaiguri,"2,016",,"131,636","320,480"
Rice, Jalpaiguri,"2,017",Autumn     ,"11,515","25,075"
Rice, Jalpaiguri,"2,017",Summer     ,"17,870","47,408"
Rice, Jalpaiguri,"2,017",Winter     ,"104,952","263,929"
Rice, Jalpaiguri,"2,017",,"134,337","336,412"
Rice, Jalpaiguri,"2,018",Autumn     ,"8,900","23,961"
Rice, Jalpaiguri,"2,018",Summer     ,"18,332","51,404"
Rice, Jalpaiguri,"2,018",Winter     ,"99,738","278,699"
Rice, Jalpaiguri,"2,018",,"126,970","354,064"
Rice, Jalpaiguri,"2,019",Autumn     ,"9,352","22,250"
Rice, Jalpaiguri,"2,019",Summer     ,"18,155","54,291"
Rice, Jalpaiguri,"2,019",Winter     ,"104,679","276,895"
Rice, Jalpaiguri,"2,019",,"132,186","353,436"
Rice,Jhargram,"2,016",Autumn     ,"8,974","26,461"
Rice,Jhargram,"2,016",Summer     ,"6,751","23,906"
Rice,Jhargram,"2,016",Winter     ,"121,838","334,852"
Rice,Jhargram,"2,016",,"137,563","385,219"
Rice,Jhargram,"2,017",Autumn     ,"44,604","106,877"
Rice,Jhargram,"2,017",Summer     ,"14,492","48,392"
Rice,Jhargram,"2,017",Winter     ,"125,185","362,595"
Rice,Jhargram,"2,017",,"184,281","517,864"
Rice,Jhargram,"2,018",Autumn     ,"12,435","35,045"
Rice,Jhargram,"2,018",Summer     ,"12,990","43,572"
Rice,Jhargram,"2,018",Winter     ,"135,374","389,010"
Rice,Jhargram,"2,018",,"160,799","467,627"
Rice,Jhargram,"2,019",Autumn     ,"9,475","23,320"
Rice,Jhargram,"2,019",Summer     ,"13,427","48,755"
Rice,Jhargram,"2,019",Winter     ,"135,593","419,973"
Rice,Jhargram,"2,019",,"158,495","492,048"
Rice,Kalimpong,"2,016",Winter     ,"4,776","9,090"
Rice,Kalimpong,"2,017",Winter     ,"4,824","9,296"
Rice,Kalimpong,"2,018",Winter     ,"4,752","8,381"
Rice,Kalimpong,"2,019",Winter     ,"4,735","7,630"
Rice,Maldah,"1,997",Autumn     ,"17,986","22,930"
Rice,Maldah,"1,997",Summer     ,"66,028","207,390"
Rice,Maldah,"1,997",Winter     ,"147,759","329,220"
Rice,Maldah,"1,997",,"231,773","559,540"
Rice,Maldah,"1,998",Autumn     ,"17,619","17,100"
Rice,Maldah,"1,998",Summer     ,"71,455","253,571"
Rice,Maldah,"1,998",Winter     ,"138,394","217,790"
Rice,Maldah,"1,998",,"227,468","488,461"
Rice,Maldah,"1,999",Autumn     ,"12,401","20,920"
Rice,Maldah,"1,999",Summer     ,"71,507","225,130"
Rice,Maldah,"1,999",Winter     ,"146,750","273,290"
Rice,Maldah,"1,999",,"230,658","519,340"
Rice,Maldah,"2,000",Autumn     ,"13,370","21,700"
Rice,Maldah,"2,000",Summer     ,"70,977","235,081"
Rice,Maldah,"2,000",Winter     ,"137,315","266,290"
Rice,Maldah,"2,000",,"221,662","523,071"
Rice,Maldah,"2,001",Autumn     ,"10,684","20,591"
Rice,Maldah,"2,001",Summer     ,"70,625","239,468"
Rice,Maldah,"2,001",Winter     ,"132,039","276,103"
Rice,Maldah,"2,001",,"213,348","536,162"
Rice,Maldah,"2,002",Autumn     ,"9,872","19,358"
Rice,Maldah,"2,002",Summer     ,"65,075","234,019"
Rice,Maldah,"2,002",Winter     ,"139,605","292,599"
Rice,Maldah,"2,002",,"214,552","545,976"
Rice,Maldah,"2,003",Autumn     ,"8,913","20,803"
Rice,Maldah,"2,003",Summer     ,"62,747","222,388"
Rice,Maldah,"2,003",Winter     ,"136,961","329,401"
Rice,Maldah,"2,003",,"208,621","572,592"
Rice,Maldah,"2,004",Autumn     ,"8,097","18,663"
Rice,Maldah,"2,004",Summer     ,"64,655","237,252"
Rice,Maldah,"2,004",Winter     ,"144,538","405,641"
Rice,Maldah,"2,004",,"217,290","661,556"
Rice,Maldah,"2,005",Autumn     ,"6,844","13,277"
Rice,Maldah,"2,005",Summer     ,"67,525","231,154"
Rice,Maldah,"2,005",Winter     ,"144,239","391,687"
Rice,Maldah,"2,005",,"218,608","636,118"
Rice,Maldah,"2,006",Autumn     ,"6,655","9,965"
Rice,Maldah,"2,006",Summer     ,"67,633","258,723"
Rice,Maldah,"2,006",Winter     ,"79,972","201,941"
Rice,Maldah,"2,006",,"154,260","470,629"
Rice,Maldah,"2,007",Autumn     ,"6,181","11,312"
Rice,Maldah,"2,007",Summer     ,"68,050","256,925"
Rice,Maldah,"2,007",Winter     ,"73,094","212,221"
Rice,Maldah,"2,007",,"147,325","480,458"
Rice,Maldah,"2,008",Autumn     ,"5,939","10,269"
Rice,Maldah,"2,008",Summer     ,"72,795","268,251"
Rice,Maldah,"2,008",Winter     ,"143,019","378,249"
Rice,Maldah,"2,008",,"221,753","656,769"
Rice,Maldah,"2,009",Autumn     ,"5,805","11,790"
Rice,Maldah,"2,009",Summer     ,"68,009","224,153"
Rice,Maldah,"2,009",Winter     ,"143,030","378,532"
Rice,Maldah,"2,009",,"216,844","614,475"
Rice,Maldah,"2,010",Autumn     ,"3,440","5,504"
Rice,Maldah,"2,010",Summer     ,"64,581","245,522"
Rice,Maldah,"2,010",Winter     ,"132,742","379,451"
Rice,Maldah,"2,010",,"200,763","630,477"
Rice,Maldah,"2,011",Autumn     ,"3,689","8,547"
Rice,Maldah,"2,011",Summer     ,"56,673","217,358"
Rice,Maldah,"2,011",Winter     ,"144,564","386,068"
Rice,Maldah,"2,011",,"204,926","611,973"
Rice,Maldah,"2,012",Autumn     ,"3,098","5,519"
Rice,Maldah,"2,012",Summer     ,"58,858","226,440"
Rice,Maldah,"2,012",Winter     ,"145,630","412,606"
Rice,Maldah,"2,012",,"207,586","644,565"
Rice,Maldah,"2,013",Autumn     ,"3,116","6,054"
Rice,Maldah,"2,013",Summer     ,"60,025","236,217"
Rice,Maldah,"2,013",Winter     ,"135,629","462,095"
Rice,Maldah,"2,013",,"198,770","704,366"
Rice,Maldah,"2,014",Autumn     ,"2,937","6,854"
Rice,Maldah,"2,014",Summer     ,"59,802","243,374"
Rice,Maldah,"2,014",Winter     ,"141,455","457,341"
Rice,Maldah,"2,014",,"204,194","707,569"
Rice,Maldah,"2,015",Autumn     ,"3,568","8,697"
Rice,Maldah,"2,015",Summer     ,"60,494","238,369"
Rice,Maldah,"2,015",Winter     ,"142,288","458,289"
Rice,Maldah,"2,015",,"206,350","705,355"
Rice,Maldah,"2,016",Autumn     ,"2,116","5,316"
Rice,Maldah,"2,016",Summer     ,"49,952","201,783"
Rice,Maldah,"2,016",Winter     ,"145,106","463,549"
Rice,Maldah,"2,016",,"197,174","670,648"
Rice,Maldah,"2,017",Autumn     ,"2,956","7,522"
Rice,Maldah,"2,017",Summer     ,"63,185","252,020"
Rice,Maldah,"2,017",Winter     ,"147,792","370,405"
Rice,Maldah,"2,017",,"213,933","629,947"
Rice,Maldah,"2,018",Autumn     ,"6,680","21,318"
Rice,Maldah,"2,018",Summer     ,"61,089","273,642"
Rice,Maldah,"2,018",Winter     ,"137,605","371,891"
Rice,Maldah,"2,018",,"205,374","666,851"
Rice,Maldah,"2,019",Autumn     ,"3,258","8,715"
Rice,Maldah,"2,019",Summer     ,"62,788","217,491"
Rice,Maldah,"2,019",Winter     ,"138,904","439,140"
Rice,Maldah,"2,019",,"204,950","665,346"
Rice,East Medinipur,"1,997",Autumn     ,"15,791","39,560"
Rice,East Medinipur,"1,997",Summer     ,"129,878","364,720"
Rice,East Medinipur,"1,997",Winter     ,"323,282","561,140"
Rice,East Medinipur,"1,997",,"468,951","965,420"
Rice,East Medinipur,"1,998",Autumn     ,"16,119","35,770"
Rice,East Medinipur,"1,998",Summer     ,"160,444","472,836"
Rice,East Medinipur,"1,998",Winter     ,"318,910","429,520"
Rice,East Medinipur,"1,998",,"495,473","938,126"
Rice,East Medinipur,"1,999",Autumn     ,"16,784","34,160"
Rice,East Medinipur,"1,999",Summer     ,"161,568","440,340"
Rice,East Medinipur,"1,999",Winter     ,"318,662","581,650"
Rice,East Medinipur,"1,999",,"497,014","1,056,150"
Rice,East Medinipur,"2,000",Autumn     ,"16,275","35,290"
Rice,East Medinipur,"2,000",Summer     ,"168,746","510,818"
Rice,East Medinipur,"2,000",Winter     ,"343,278","694,090"
Rice,East Medinipur,"2,000",,"528,299","1,240,198"
Rice,East Medinipur,"2,002",Autumn     ,"13,185","29,045"
Rice,East Medinipur,"2,002",Summer     ,"123,498","399,511"
Rice,East Medinipur,"2,002",Winter     ,"266,030","544,623"
Rice,East Medinipur,"2,002",,"402,713","973,179"
Rice,East Medinipur,"2,003",Autumn     ,"13,214","34,427"
Rice,East Medinipur,"2,003",Summer     ,"137,557","460,243"
Rice,East Medinipur,"2,003",Winter     ,"271,489","513,725"
Rice,East Medinipur,"2,003",,"422,260","1,008,395"
Rice,East Medinipur,"2,004",Autumn     ,"13,519","29,153"
Rice,East Medinipur,"2,004",Summer     ,"138,201","417,098"
Rice,East Medinipur,"2,004",Winter     ,"264,521","619,127"
Rice,East Medinipur,"2,004",,"416,241","1,065,378"
Rice,East Medinipur,"2,005",Autumn     ,"14,873","31,118"
Rice,East Medinipur,"2,005",Summer     ,"140,491","433,223"
Rice,East Medinipur,"2,005",Winter     ,"259,507","322,353"
Rice,East Medinipur,"2,005",,"414,871","786,694"
Rice,East Medinipur,"2,006",Autumn     ,"15,277","33,560"
Rice,East Medinipur,"2,006",Summer     ,"147,552","471,355"
Rice,East Medinipur,"2,006",Winter     ,"267,420","540,362"
Rice,East Medinipur,"2,006",,"430,249","1,045,277"
Rice,East Medinipur,"2,007",Autumn     ,"15,473","20,190"
Rice,East Medinipur,"2,007",Summer     ,"157,072","525,727"
Rice,East Medinipur,"2,007",Winter     ,"223,794","275,910"
Rice,East Medinipur,"2,007",,"396,339","821,827"
Rice,East Medinipur,"2,008",Autumn     ,"14,820","4,224"
Rice,East Medinipur,"2,008",Summer     ,"160,437","395,631"
Rice,East Medinipur,"2,008",Winter     ,"231,482","480,112"
Rice,East Medinipur,"2,008",,"406,739","879,967"
Rice,East Medinipur,"2,009",Autumn     ,"13,882","24,797"
Rice,East Medinipur,"2,009",Summer     ,"162,366","476,437"
Rice,East Medinipur,"2,009",Winter     ,"264,134","536,888"
Rice,East Medinipur,"2,009",,"440,382","1,038,122"
Rice,East Medinipur,"2,010",Autumn     ,"14,685","30,107"
Rice,East Medinipur,"2,010",Summer     ,"168,447","590,050"
Rice,East Medinipur,"2,010",Winter     ,"266,350","608,689"
Rice,East Medinipur,"2,010",,"449,482","1,228,846"
Rice,East Medinipur,"2,011",Autumn     ,"13,038","24,244"
Rice,East Medinipur,"2,011",Summer     ,"126,808","438,394"
Rice,East Medinipur,"2,011",Winter     ,"259,876","547,586"
Rice,East Medinipur,"2,011",,"399,722","1,010,224"
Rice,East Medinipur,"2,012",Autumn     ,"11,357","22,540"
Rice,East Medinipur,"2,012",Summer     ,"135,070","447,040"
Rice,East Medinipur,"2,012",Winter     ,"256,014","590,720"
Rice,East Medinipur,"2,012",,"402,441","1,060,300"
Rice,East Medinipur,"2,013",Autumn     ,"11,455","23,297"
Rice,East Medinipur,"2,013",Summer     ,"139,959","476,928"
Rice,East Medinipur,"2,013",Winter     ,"237,323","376,132"
Rice,East Medinipur,"2,013",,"388,737","876,357"
Rice,East Medinipur,"2,014",Autumn     ,"15,111","34,064"
Rice,East Medinipur,"2,014",Summer     ,"159,819","563,332"
Rice,East Medinipur,"2,014",Winter     ,"254,064","546,260"
Rice,East Medinipur,"2,014",,"428,994","1,143,656"
Rice,East Medinipur,"2,015",Autumn     ,"11,946","24,465"
Rice,East Medinipur,"2,015",Summer     ,"155,209","508,888"
Rice,East Medinipur,"2,015",Winter     ,"249,177","571,489"
Rice,East Medinipur,"2,015",,"416,332","1,104,842"
Rice,East Medinipur,"2,016",Autumn     ,"13,823","31,148"
Rice,East Medinipur,"2,016",Summer     ,"144,786","504,945"
Rice,East Medinipur,"2,016",Winter     ,"249,259","566,377"
Rice,East Medinipur,"2,016",,"407,868","1,102,470"
Rice,East Medinipur,"2,017",Autumn     ,"12,365","18,561"
Rice,East Medinipur,"2,017",Summer     ,"137,845","503,348"
Rice,East Medinipur,"2,017",Winter     ,"250,823","608,540"
Rice,East Medinipur,"2,017",,"401,033","1,130,449"
Rice,East Medinipur,"2,018",Autumn     ,"11,604","16,916"
Rice,East Medinipur,"2,018",Summer     ,"149,470","567,807"
Rice,East Medinipur,"2,018",Winter     ,"249,141","712,281"
Rice,East Medinipur,"2,018",,"410,215","1,297,004"
Rice,East Medinipur,"2,019",Autumn     ,"11,969","20,632"
Rice,East Medinipur,"2,019",Summer     ,"143,111","578,604"
Rice,East Medinipur,"2,019",Winter     ,"247,502","492,813"
Rice,East Medinipur,"2,019",,"402,582","1,092,049"
Rice,East Medinipur,"1,997",Autumn     ,"55,288","105,780"
Rice,East Medinipur,"1,997",Summer     ,"112,016","278,590"
Rice,East Medinipur,"1,997",Winter     ,"434,653","952,270"
Rice,East Medinipur,"1,997",,"601,957","1,336,640"
Rice,East Medinipur,"1,998",Autumn     ,"48,017","64,848"
Rice,East Medinipur,"1,998",Summer     ,"118,934","337,304"
Rice,East Medinipur,"1,998",Winter     ,"383,438","715,610"
Rice,East Medinipur,"1,998",,"550,389","1,117,762"
Rice,East Medinipur,"1,999",Autumn     ,"53,589","107,930"
Rice,East Medinipur,"1,999",Summer     ,"125,011","364,010"
Rice,East Medinipur,"1,999",Winter     ,"431,040","890,840"
Rice,East Medinipur,"1,999",,"609,640","1,362,780"
Rice,East Medinipur,"2,000",Autumn     ,"60,201","121,010"
Rice,East Medinipur,"2,000",Summer     ,"99,230","299,473"
Rice,East Medinipur,"2,000",Winter     ,"420,822","923,770"
Rice,East Medinipur,"2,000",,"580,253","1,344,253"
Rice,East Medinipur,"2,001",Autumn     ,"25,855","58,679"
Rice,East Medinipur,"2,001",Summer     ,"150,870","456,735"
Rice,East Medinipur,"2,001",Winter     ,"333,854","754,219"
Rice,East Medinipur,"2,001",,"510,579","1,269,633"
Rice,East Medinipur,"2,002",Autumn     ,"51,449","118,717"
Rice,East Medinipur,"2,002",Summer     ,"109,989","316,139"
Rice,East Medinipur,"2,002",Winter     ,"480,710","1,116,911"
Rice,East Medinipur,"2,002",,"642,148","1,551,767"
Rice,East Medinipur,"2,003",Autumn     ,"52,853","104,593"
Rice,East Medinipur,"2,003",Summer     ,"117,115","335,752"
Rice,East Medinipur,"2,003",Winter     ,"481,448","1,067,856"
Rice,East Medinipur,"2,003",,"651,416","1,508,201"
Rice,East Medinipur,"2,004",Autumn     ,"52,839","106,414"
Rice,East Medinipur,"2,004",Summer     ,"121,743","370,448"
Rice,East Medinipur,"2,004",Winter     ,"480,679","1,259,961"
Rice,East Medinipur,"2,004",,"655,261","1,736,823"
